,variable,relative_importance,scaled_importance,percentage
90,municipality_name.Larvik,7.479707717895508,0.0013084366883898938,0.0005499925315632191
91,chain_name.BEST STASJON,7.440520286560059,0.0013015815712092602,0.0005471110293202801
92,address.STORGATA 30,6.893133163452148,0.0012058263062123412,0.0005068609499137103
93,sales_channel_name_x.Pizza restaurants,6.38030481338501,0.001116116460135215,0.0004691520215506416
94,chain_name.JAFS,6.00360107421875,0.001050219100028546,0.0004414525109591134
95,sales_channel_name_x.Electronics stores,5.850342750549316,0.0010234093875299618,0.000430183229244212
96,t_district.Porsgrunn østPorsgrunn,5.550588130950928,0.0009709728543672408,0.00040814188641389703
97,chain_name.SPORT 1 BUTIKKENE,5.439230918884277,0.000951492967280715,0.0003999536473432945
98,municipality_name.Bærum,5.216336250305176,0.0009125016626716281,0.00038356391559609505
99,municipality_name.Stavanger,5.1153564453125,0.0008948371112450051,0.0003761387406187621
100,municipality_name.Hole,5.096038341522217,0.0008914577658611133,0.0003747182555932311
101,chain_name.BOHUS,5.000000476837158,0.0008746577155960596,0.00036765646784480256
102,municipality_name.Kongsvinger,4.987643718719482,0.0008724961290367286,0.00036674785952274275
103,"geometry.POLYGON((5.32197472137434 60.3976984320098, 5.32143776727425 60.3973914513106, 5.3233762270312 60.396347077877, 5.32416660789264 60.3967937621839, 5.32585921347467 60.3975298307194, 5.3266453342219 60.3979734489854, 5.32666297676928 60.3980945946115, 5.3266043096748 60.3982465070006, 5.32649662386753 60.3984168051754, 5.32649625026503 60.3984906789274, 5.32638222868133 60.3986625929279, 5.32630125615717 60.3988218246002, 5.32617027310389 60.3989746752143, 5.3260627495125 60.3989436337987, 5.32567797843213 60.3990264039256, 5.32542681207929 60.399111735148, 5.32494830812826 60.3992827871961, 5.32423643959139 60.3994900894991, 5.32402027237089 60.3994012371039, 5.32388149387244 60.3992530239054, 5.32384911431155 60.399092624531, 5.32393865998016 60.3988358792648, 5.32386098480745 60.398689976988, 5.32381331440156 60.3985269182552, 5.32373206888421 60.3985405873596, 5.32331331524476 60.3985915505594, 5.32304507154918 60.3986234322339, 5.32289020469734 60.3985978700236, 5.32286345075797 60.3985694041184, 5.32281014223105 60.3985105873589, 5.32272356689058 60.3984249072974, 5.32257360860758 60.3982731584425, 5.3224794515539 60.3981743487276, 5.32197472137434 60.3976984320098))",4.942018032073975,0.0008645147580271192,0.0003633929440836762
104,chain_name.SKEIDAR,4.834615230560303,0.0008457266220147824,0.0003554954779086066
105,sales_channel_name_x.Opticians,4.826751708984375,0.0008443510441823394,0.0003549172630502641
106,t_district.RøabyenOslo,4.751312255859375,0.0008311543054936528,0.0003493701030048663
107,t_district.InnbygdaTrysil,4.711999893188477,0.0008242773338838096,0.00034647941440010057
